station_id,canonical_station_id
3046.03,3046.03
3099.01,3099.01
3113.06,3113.06
3135.04,3135.04
3138.09,3138.09
3087.01,3087.01
3148.08,3148.08
3125.09,3125.09
3117.05,3117.05
3121.01,3121.01
3148.09,3148.09
3169.07,3169.07
3140.09,3140.09
3180.02,3180.02
3132.09,3132.09
3166.03,3166.03
3157.08,3157.08
3155.01,3155.01
3164.04,3164.04
3138.03,3138.03
3161.02,3161.02
3208.07,3208.07
3187.01,3187.01
3184.07_OLD,3184.07
3184.07,3184.07
3202.06,3202.06
3178.02,3178.02
3220.01,3220.01
3214.04,3214.04
3188.04,3188.04
3172.01,3172.01
3233.06,3233.06
3205.06,3205.06
3192.05,3192.05
3180.09,3180.09
3211.06,3211.06
3199.01,3199.01
3229.07,3229.07
3256.04,3256.04
3272.01,3272.01
3266.01,3266.01
3230.01,3230.01
3233.02,3233.02
3246.06,3246.06
3286.07,3286.07
3223.07,3223.07
3280.04,3280.04
3240.15,3240.15
3275.03,3275.03
3243.02,3243.02
3278.07,3278.07
3253.01,3253.01
3327.01,3327.01
3263.01,3263.01
3303.03,3303.03
3306.03,3306.03
3294.03,3294.03
3283.05,3283.05
3359.01,3359.01
3353.04,3353.04
3350.04,3350.04
3318.05,3318.05
3315.05,3315.05
3309.04,3309.04
3347.03,3347.03
3335.09,3335.09
3344.02,3344.02
3341.06,3341.06
3394.03,3394.03
3312.07,3312.07
3300.04,3300.04
3376.02,3376.02
3368.04,3368.04
3356.07,3356.07
3388.02,3388.02
3385.06,3385.06
3356.05,3356.05
3379.03,3379.03
3359.03,3359.03
3428.04,3428.04
3391.10,3391.1
3391.1,3391.1
3408.05,3408.05
3376.04,3376.04
3426.02,3426.02
3382.04,3382.04
3388.03,3388.03
3400.04,3400.04
3373.01,3373.01
3420.01,3420.01
3445.05,3445.05
3451.01,3451.01
3431.02,3431.02
3457.03,3457.03
3448.02,3448.02
3428.02,3428.02
3495.08,3495.08
3439.03,3439.03
3492.04,3492.04
3501.01,3501.01
3472.03,3472.03
3480.04,3480.04
3460.02,3460.02
3460.05,3460.05
3463.01,3463.01
3423.1,3423.1
3423.10,3423.1
3460.06,3460.06
3538.09,3538.09
3460.04,3460.06
3454.01,3454.01
3507.04,3507.04
3486.02,3486.02
3512.03,3512.03
3523.06,3523.06
3544.02,3544.02
3460.01,3460.01
3498.09,3498.09
3564.04,3564.04
3535.03,3535.03
3504.02,3504.02
3520.01,3520.01
3515.01,3515.01
3518.04,3518.04
3552.09,3552.09
3526.04,3526.04
3558.01,3558.01
3547.04,3547.04
3588.01,3588.01
3532.02,3532.02
3579.04,3579.04
3555.04,3555.04
3585.06,3585.06
3576.1,3576.1
3583.04,3583.04
3611.02,3611.02
3300.06,3300.06
3596.04,3596.04
3628.11,3628.11
3593.01,3593.01
3567.05,3567.05
3625.04,3625.04
3633.08,3633.08
3591.05,3591.05
3620.02,3620.02
3660.07,3660.07
3617.02,3617.02
3651.04,3651.04
3599.01,3599.01
3625.07,3625.07
3593.1,3593.1
3608.06,3608.06
3655.06,3655.06
3623.03,3623.03
3639.04,3639.04
3631.05,3631.05
3648.08,3648.08
3680.04,3680.04
3688.06,3688.06
3668.04,3668.04
3707.01,3707.01
3671.01,3671.01
3665.06,3665.06
3663.01,3663.01
3719.02,3719.02
3671.02,3671.02
3696.05,3696.05
3704.01,3704.01
3657.06,3657.06
3702.07,3702.07
3710.07,3710.07
3699.07,3699.07
3704.04,3704.04
3731.11,3731.11
3728.04,3728.04
3736.04,3736.04
3776.1,3776.1
3776.10,3776.1
3694.08,3694.08
3774.06,3774.06
3759.07,3759.07
3728.05,3728.05
3722.04,3722.04
3739.06,3739.06
3751.05,3751.05
3736.03,3736.03
3814.01,3814.01
3742.11,3742.11
3779.02,3779.02
3782.03,3782.03
3762.08,3762.08
3771.06,3771.06
3811.05,3811.05
3803.05,3803.05
3768.02,3768.02
3776.05,3776.05
3791.02,3791.02
3831.03,3831.03
3822.08,3822.08
3847.04,3847.04
3839.02,3839.02
3865.05,3865.05
3803.09,3803.09
3853.02,3853.02
3877.04,3877.04
3845.05,3845.05
3850.03,3850.03
3842.08,3842.08
3834.1,3834.1
3834.10,3834.1
3887.03,3887.03
3882.01,3882.01
3893.03,3893.03
3856.03,3856.03
3879.04,3879.04
3862.07,3862.07
3871.02,3871.02
3902.06,3902.06
3911.05,3911.05
3882.05,3882.05
3917.03,3917.03
3885.06,3885.06
3905.15,3905.15
3874.01,3874.01
3914.02,3914.02
3955.05,3955.05
3919.12,3919.12
3966.01,3966.01
3952.07,3952.07
3919.07,3919.07
3958.02,3958.02
3943.03,3943.03
3925.03,3925.03
3978.13,3978.13
3931.09,3931.09
3950.03,3950.03
3928.08,3928.08
3934.06,3934.06
3922.02,3922.02
3999.06,3999.06
3960.01,3960.01
3984.02,3984.02
3966.03,3966.03
3934.07,3934.07
3972.08,3972.08
3991.04,3991.04
3940.04,3940.04
3993.03,3993.03
3996.01,3996.01
3946.07,3946.07
3987.06,3987.06
3975.02,3975.02
4010.15,4010.15
4016.03,4016.03
4023.01,4023.01
4010.01,4010.01
3982.01,3982.01
4033.16,4033.16
4007.01,4007.01
3981.1,3981.1
3981.10,3981.1
4031.05,4031.05
4001.09,4001.09
4055.04,4055.04
4028.04,4028.04
4033.18,4033.18
4042.08,4042.08
4039.04,4039.04
4019.06,4019.06
4057.04,4057.04
4033.06,4033.19
4033.19,4033.19
4064.03,4064.03
4025.02,4025.02
4045.01,4045.01
4013.08,4013.08
4072.02,4072.02
4077.04,4077.04
4096.08,4096.08
4054.06,4054.06
4010.13,4010.13
4028.03,4028.03
4098.06,4098.06
4051.01,4051.01
4060.09,4060.09
4014.01,4014.01
4048.03,4048.03
4054.02,4054.02
4023.05,4023.05
4089.01,4089.01
4107.05,4107.05
4116.09,4116.09
4095.1,4095.1
4095.10,4095.1
4077.07,4077.07
4105.01,4105.01
4087.01,4087.01
4066.15,4066.15
4086.06,4086.06
4113.01,4113.01
4074.14,4074.14
4134.06,4134.06
4101.18,4101.17
4131.03,4131.03
4101.17,4101.17
4154.02,4154.02
4083.13,4083.13
4080.01,4080.01
4122.03,4122.03
4116.08,4116.08
4143.04,4143.04
4120.02,4120.02
4146.02,4146.02
4137.1,4137.1
4137.10,4137.1
4175.15,4175.15
4095.03,4095.03
4125.13,4125.13
4129.1,4129.1
4129.10,4129.1
4107.13,4107.13
4125.07,4125.07
4157.15,4157.15
4140.03,4140.03
4110.1,4110.1
4110.10,4110.1
4128.08,4128.08
4086.05,4086.05
4190.06,4190.06
4137.14,4137.14
4119.04,4119.04
4179.03,4179.03
4138.04,4138.04
4184.07,4184.07
4161.01,4161.01
4170.08,4170.08
4151.01,4151.01
4205.06,4205.06
4208.01,4208.01
4169.04,4169.04
4199.13,4199.13
4148.07,4148.07
4220.02,4220.02
4187.04,4187.04
4175.14,4175.14
4166.08,4166.08
4228.02,4228.02
4202.04,4202.04
4157.1,4157.1
4157.10,4157.1
4203.04,4203.04
4172.04,4172.04
4196.01,4196.01
4217.06,4217.06
4237.02,4237.02
4184.08,4184.08
4196.05,4196.05
4181.1,4181.1
4181.10,4181.1
4212.01,4212.01
4217.02,4217.02
4222.02,4222.02
4124.04,4124.04
4214.04,4124.04
4228.06,4228.06
4231.04,4231.04
4225.14,4225.14
4246.02,4246.02
4281.08,4281.08
4193.14,4193.14
4199.12,4199.12
4214.03,4214.03
4243.01,4243.01
4244.06,4244.06
4261.03,4261.03
4237.01,4237.01
4253.02,4253.02
4293.05,4293.05
4249.1,4249.01
4249.10,4249.1
4263.12,4263.12
4249.01,4249.01
4258.07,4258.07
4255.05,4255.05
4319.07,4319.07
4322.06,4322.06
4278.03,4278.03
4301.07,4301.07
4290.06,4290.06
4317.05,4317.05
4310.06,4310.06
4307.13,4307.13
4298.05,4298.05
4348.07,4348.07
4266.03,4266.03
4345.11,4345.11
4285.09,4285.09
4366.1,4366.1
4366.10,4366.1
4301.04,4301.04
4354.07,4354.07
4327.09,4327.09
4386.05,4386.05
4330.09,4330.09
4408.07,4408.07
4383.06,4383.06
4336.01,4336.01
4357.01,4357.01
4380.08,4380.08
4342.04,4342.04
4377.04,4377.04
4325.03,4325.03
4334.02,4334.02
4404.1,4404.1
4404.10,4404.1
4339.01,4339.01
4395.07,4395.07
4374.01,4374.01
4368.05,4368.05
4392.04,4392.04
4362.04,4362.04
4371.01,4371.01
4354.05,4354.05
4366.01,4366.01
4422.04,4422.04
4386.07,4386.07
4375.02,4375.02
4455.11,4455.11
4434.06,4434.06
4425.02,4425.02
4410.02,4410.02
4413.08,4413.08
4446.05,4446.05
4399.03,4399.03
4419.03,4419.03
4441.06,4441.06
4401.04,4401.04
4467.03,4467.03
4446.01,4446.01
4452.03,4452.03
4437.01,4437.01
4450.06,4450.06
4440.02,4440.02
4416.1,4416.1
4416.10,4416.1
4437.09,4437.09
4428.02,4428.02
4422.05,4422.05
4461.01,4461.01
4446.03,4446.03
4470.09,4470.09
4491.09,4491.09
4483.1,4483.1
4483.10,4483.1
4461.07,4461.07
4455.1,4455.1
4455.10,4455.1
4432.1,4432.1
4432.10,4432.1
4519.02,4519.02
4458.06,4458.06
4488.1,4488.1
4488.10,4488.1
4494.04,4494.04
4474.01,4474.01
4479.1,4479.1
4479.10,4479.1
4485.1,4485.1
4485.10,4485.1
4507.07,4507.07
4522.07,4522.07
4528.03,4528.03
4550.05,4550.05
4461.04,4461.04
4510.04,4510.04
4497.09,4497.09
4479.06,4479.06
4546.06,4546.06
4500.07,4500.07
4546.04,4546.06
4517.03,4517.03
4513.06,4513.06
4543.07,4543.07
4452.01,4452.01
4513.09,4513.09
4476.03,4476.03
4488.08,4488.08
4582.08,4582.08
4526.01,4526.01
4534.06,4534.06
4591.04,4591.04
4528.01,4528.01
4519.04,4519.04
4562.02,4562.02
4531.05,4531.05
4565.07,4565.07
4560.01,4560.01
4553.04,4553.04
4600.09,4600.09
4614.04,4614.04
4546.05,4546.05
4587.02,4587.02
4611.03,4611.03
4628.05,4628.05
4576.11,4576.11
4596.05,4596.05
JC140,JC140
4590.01,4590.01
4596.09,4596.09
4617.01,4617.01
4637.06,4637.06
4605.04,4605.04
4631.02,4590.01
JC139,JC139
4632.1,4632.1
4632.10,4632.1
4568.01,4568.01
4593.05,4593.05
4620.02,4620.02
4625.01,4625.01
4651.02,4651.02
4659.02,4659.02
4608.01,4608.01
4634.02,4634.02
4615.01,4615.01
4656.03,4656.03
4628.07,4628.07
4640.01,4640.01
4683.02,4683.02
4663.02,4663.02
4648.03,4648.03
4623.02,4623.02
4645.04,4645.04
4665.02,4665.02
4677.06,4677.06
4715.01,4715.01
4689.08,4689.08
4695.04,4695.04
4668.08,4668.08
4680.05,4680.05
4710.06,4710.06
4645.09,4645.09
4654.01,4654.01
4718.11,4718.11
4707.04,4707.04
4718.08,4718.08
4672.01,4672.01
4689.03,4689.03
4663.06,4663.06
4707.03,4707.03
4687.03,4687.03
4692.01,4692.01
4732.04,4732.04
SYS032,SYS032
4677.01,4677.01
4637.07,4637.07
4700.06,4700.06
4724.03,4724.03
4697.01,4697.01
4748.07,4748.07
4727.06,4727.06
4721.01,4721.01
4713.01,4713.01
4729.01,4729.01
4743.04,4743.04
4719.04,4719.04
4757.06,4757.06
4735.16,4735.16
4801.04,4801.04
4759.02,4759.02
4778.03,4778.03
4781.03,4781.03
4789.03,4789.03
4732.08,4732.08
4751.01,4751.01
4801.1,4801.1
4801.10,4801.1
4771.07,4771.07
4762.04,4762.04
4762.05,4762.05
4804.03,4804.03
4735.03,4735.03
4765.07,4765.07
4756.04,4756.04
4781.05,4781.05
4812.02,4812.02
4784.02,4784.02
4768.02,4768.02
4798.1,4798.1
4798.10,4798.1
4775.01,4775.01
4816.05,4816.05
4826.04,4826.04
4798.02,4798.02
4818.02,4818.02
4824.03,4824.03
4816.02,4816.02
4862.07,4862.07
4812.04,4812.04
4850.04,4850.04
4837.03,4837.03
4804.02,4804.02
4847.03,4847.03
4821.06,4821.06
4821.03,4821.03
4829.01,4829.01
4818.03,4818.03
4861.05,4861.05
4830.02,4830.02
4871.02,4871.02
4807.02,4807.02
4914.03,4914.03
4821.1,4821.1
4821.10,4821.1
4840.06,4840.06
4873.08,4873.08
4856.05,4856.05
4832.07,4832.07
4890.11,4890.11
4862.04,4862.04
4846.01,4846.01
4853.06,4853.06
4895.09,4895.09
4895.15,4895.15
4921.04,4921.04
4864.09,4864.09
4883.03,4883.03
4880.11,4880.11
4920.13,4920.13
4889.06,4889.06
4939.07,4939.07
4904.03,4904.03
4927.04,4927.04
4912.1,4912.1
4912.10,4912.1
4895.03,4895.03
4936.01,4936.01
4937.03,4937.03
4903.09,4903.09
4892.02,4892.02
4933.03,4933.03
4903.08,4903.08
4898.02,4898.02
4947.04,4947.04
4968.03,4968.03
4945.06,4945.06
4962.09,4962.09
4956.02,4956.02
4993.13,4993.13
4931.05,4931.05
4953.04,4953.04
4962.08,4962.08
4962.02,4962.02
4933.04,4933.04
4936.21,4936.21
4977.03,4977.03
4906.07,4906.07
4954.07,4954.07
4965.01,4965.01
4994.1,4994.1
4994.10,4994.1
4979.07,4979.07
4987.06,4987.06
4963.13,4963.13
4956.09,4956.09
4962.01,4962.01
4993.02,4993.02
4993.15,4993.15
4971.01,4971.01
4985.09,4985.09
4996.08,4996.08
4990.02,4990.02
4953.08,4953.08
5051.02,5051.02
5004.02,5004.02
5018.06,5018.06
5027.02,5027.02
5034.03,5034.03
5025.02,5025.02
5010.02,5010.02
5001.08,5001.08
5057.07,5057.07
5002.09,5002.09
4982.02,4982.02
5036.06,5036.06
5033.01,5033.01
5059.02,5059.02
5043.06,5043.06
5024.1,5024.1
5024.10,5024.1
5021.05,5021.05
JC108,JC108
5053.01,5053.01
5045.05,5045.05
5090.06,5090.06
5066.03,5066.03
5065.1,5065.1
5065.10,5065.1
5084.03,5084.03
5051.01,5051.01
5099.03,5099.03
5065.12,5065.12
5096.12,5096.12
5068.02,5068.02
5074.08,5074.08
5073.07,5073.07
5057.09,5057.09
5073.07_Pillar,5073.07_Pillar
5076.04,5076.04
5073.08,5073.07
5114.06,5114.06
5065.14,5065.14
5093.01,5093.01
5105.09,5105.09
5065.04,5065.04
5115.01,5115.01
5123.07,5123.07
5117.05,5117.05
5108.01,5108.01
5097.02,5097.02
1234.56,1234.56
5105.01,5105.01
5082.08,5082.08
5125.07,5125.07
5145.02,5145.02
5129.01,5129.01
JC107,JC107
SYS038,SYS038
5156.05,5156.05
SYS016,SYS016
5137.11,5137.11
5106.04,5106.04
Shop Morgan ,Shop Morgan 
5115.05,5115.05
5159.07,5159.07
5114.08,5114.08
5146.03,5146.03
5140.06,5140.06
5099.02,5099.02
5168.04,5168.04
5137.13,5137.13
5164.05,5164.05
5148.03,5148.03
5125.03,5125.03
5170.01,5170.01
5195.06,5195.06
5198.04,5198.04
5176.04,5176.04
5137.12,5137.12
5134.09,5134.09
5138.03,5138.03
190 Morgan,190 Morgan
5175.08,5175.08
JC063,JC063
5128.04,5128.04
5167.06,5167.06
JC052,JC052
JC118,JC118
5184.08,5184.08
5137.1,5137.1
5137.10,5137.1
5225.09,5225.09
5190.09,5190.09
5187.03,5187.03
5159.04,5159.04
5178.06,5178.06
5216.06,5216.06
5160.01,5160.01
5181.04,5181.04
5199.01,5199.01
JC072,JC072
5225.02,5225.02
5250.05,5250.05
5216.07,5216.07
5235.1,5235.1
5235.10,5235.1
5190.07,5190.07
5235.05,5235.05
5207.01,5207.01
JC038,JC038
5204.05,5204.05
5267.08,5267.08
5216.04,5216.04
5217.03,5217.03
5238.05,5238.05
5270.09,5270.09
5262.09,5262.09
5210.01,5210.01
JC117,JC117
5230.02,5230.02
5225.04,5225.04
5288.08,5288.08
5259.06,5259.06
JC078,JC078
5219.05,5219.05
5282.02,5282.02
5248.05,5248.05
5273.01,5273.01
5256.06,5256.06
5270.05,5270.05
5300.05,5300.05
JC002,JC002
5270.08,5270.08
5311.08,5270.08
5294.04,5294.04
5303.08,5303.08
5241.02,5241.02
5257.01,5257.01
JC084,JC084
5280.03,5280.03
5280.02,5280.03
JC013,JC013
5247.1,5247.1
5247.10,5247.1
5267.09,5267.09
5276.04,5276.04
5288.09,5288.09
5289.05,5289.05
5288.12,5288.12
5279.03,5279.03
5283.02,5283.02
5329.08,5329.08
5335.07,5335.07
5291.05,5291.05
JC102,JC102
5355.06,5355.06
5323.06,5323.06
5297.02,5297.02
5308.04,5308.04
5308.04_,5308.04
JC110,JC110
5329.09,5329.09
5303.06,5303.06
5303.06_,5303.06
5348.1,5348.1
5348.10,5348.1
JC122,JC122
5270.07,5270.07
5360.02,5360.02
5351.03,5351.03
5342.1,5342.1
5342.10,5342.1
5343.1,5342.1
5343.10,5342.1
5300.06,5300.06
5324.03,5324.03
5335.03,5335.03
5359.1,5359.1
5359.10,5359.1
JC116,JC116
5332.1,5332.1
5332.10,5332.1
5388.01,5388.01
JC097,JC097
5354.01,5354.01
5348.02,5348.02
5359.13,5359.13
5321.08,5321.08
5340.01,5340.01
5403.04,5403.04
5359.12,5359.12
5374.01,5374.01
5395.08,5395.08
5343.11,5343.11
5351.07,5351.07
5379.1,5379.1
5379.10,5379.1
5365.02,5365.02
5329.03,5329.03
5359.11,5359.11
5371.07,5371.07
5368.03,5368.03
5362.08,5362.08
JC003,JC003
5326.06,5326.06
5382.07,5382.07
5401.03,5401.03
5409.02,5409.02
5348.06,5348.06
5411.08,5411.08
JC051,JC051
5392.04,5392.04
JC014,JC014
5419.04,5419.04
JC035,JC035
5406.02,5406.02
5400.05,5400.05
5433.04,5433.04
5382.06,5382.06
5369.01,5369.01
5348.06_old,5348.06
5434.08,5434.08
5453.05,5453.05
5379.09,5379.09
5433.03,5433.03
5422.04,5422.04
5430.08,5430.08
5442.05,5442.05
5440.05,5440.05
5411.07,5411.07
JC104,JC104
5406.04,5406.04
JC077,JC077
5403.05,5403.05
5414.07,5414.07
5391.06,5391.06
JC115,JC115
JC099,JC099
JC149,JC149
5436.11,5436.11
5430.1,5430.1
5430.10,5430.1
5431.01,5431.01
5458.02,5458.02
5470.13,5470.13
5470.02,5470.02
JC148,JC148
5450.01,5450.01
5422.09,5422.09
5434.07,5434.07
5414.06,5414.06
5470.12,5470.12
5489.03,5489.03
5443.02,5443.02
5489.06,5489.06
5453.06,5453.06
5445.02,5445.02
5445.07,5445.07
5436.09_Pillar,5436.09
5436.09,5436.09
5442.09,5442.09
5476.03,5476.03
5450.04,5450.04
5471.04,5471.04
JC006,JC006
5453.01,5453.01
5473.06,5473.06
5470.1,5470.1
5470.10,5470.1
5504.05,5504.05
5474.06,5474.06
5513.11,5513.11
JC032,JC032
5501.06,5501.06
5473.03,5473.03
JC076,JC076
JC082,JC082
5481.04,5481.04
5500.02,5500.02
5539.06,5539.06
JC145,JC145
5484.09,5484.09
5515.02,5515.02
5492.05,5492.05
JC095,JC095
5503.01,5503.01
5506.14,5506.14
5523.02,5523.02
5509.02,5509.02
5543.03,5543.03
5510.05,5510.05
5500.07,5500.07
5489.04,5489.04
5510.02,5510.02
5551.14,5551.14
5558.04,5558.04
5545.04,5545.04
5553.1,5553.1
5553.10,5553.1
5550.05,5550.05
5561.04,5561.04
5569.07,5569.07
5542.04,5542.04
JC074,JC074
5515.08,5515.08
5593.01,5593.01
5570.04,5570.04
5553.21,5553.21
5532.01,5532.01
5539.08,5539.08
JC020,JC020
5540.06,5540.06
5506.1,5506.1
5506.10,5506.1
5543.05,5543.05
5582.06,5582.06
5591.08,5591.08
5550.09,5550.09
5551.12,5551.12
5579.02,5579.02
5520.09,5520.09
5578.02,5578.02
5545.01,5545.01
JC023,JC023
5548.01,5548.01
JC098,JC098
5561.08,5561.06
5610.09,5610.09
5584.04,5584.04
5561.06,5561.06
JC053,JC053
5553.03,5553.03
5626.06,5626.06
5623.03,5623.03
5636.13,5636.13
5569.06,5569.06
5600.01,5600.01
5593.02,5593.02
5575.13,5575.13
5602.06,5602.06
5584.05,5584.05
5614.03,5614.03
5616.01,5616.01
SYS025,SYS025
JC027,JC027
5572.07,5572.07
JC055,JC055
5581.01,5581.01
5611.04,5611.04
JC075,JC075
JC093,JC093
5613.04,5613.04
5575.08,5575.08
5666.11,5666.11
5653.12,5653.12
JC081,JC081
5633.04,5633.04
5679.08,5679.08
5579.04,5579.04
5626.07,5626.07
5593.04,5593.04
5626.15,5626.15
5644.05,5644.05
5667.08,5667.08
5611.05,5611.05
5634.03,5634.03
5634.01,5634.01
5676.04,5676.04
5657.06,5657.06
5679.05,5679.05
5666.04,5666.04
5687.04,5687.04
JC066,JC066
5616.08,5616.08
5669.12,5669.12
5685.06,5685.06
5659.05,5659.05
5636.11,5636.11
5659.11,5659.11
JC094,JC094
5709.03,5709.03
5712.12,5712.12
JC009,JC009
5696.03,5696.03
5701.01,5701.01
5626.13,5626.13
5656.03,5656.03
5667.03,5667.03
5709.04,5709.04
5687.11,5687.11
5669.1,5669.1
5669.10,5669.1
5710.04,5710.04
SYS033,SYS033
5721.07,5721.07
5677.04,5677.04
5703.13,5703.13
5761.06,5761.06
5703.13_Pillar,5703.13_Pillar
SYS035,SYS035
JC008,JC008
5730.08,5730.08
5688.02,5688.02
5753.02,5753.02
5755.01,5755.01
5752.07,5752.07
5721.14,5721.14
5736.09,5736.09
5744.07,5744.07
5712.03,5712.03
5746.14,5746.14
5777.03,5777.03
5779.09,5779.09
5746.02,5746.02
5795.07,5795.07
5712.10,5712.10
5755.15,5755.15
5743.02,5743.02
5769.06,5769.06
5752.09,5752.09
5761.05,5761.05
5818.07,5818.07
5788.13,5788.13
5785.05,5785.05
5731.03,5731.03
5779.11,5779.11
5763.03,5763.03
5721.01_Pillar,5721.01
5721.01,5721.01
5755.09_Pillar,5755.09
5755.09,5755.09
JC109,JC109
5786.02,5786.02
5772.05,5772.05
JC019,JC019
5785.1,5785.1
5785.10,5785.1
5788.16,5788.16
5779.1,5779.1
5779.10,5779.1
5820.08_Pillar,5820.08_Pillar
5755.14,5755.14
5764.02,5764.02
5820.08,5820.08
5803.03,5803.03
5806.01,5806.01
5805.05,5805.05
5794.05,5794.05
5847.08,5847.08
5805.07,5805.07
5779.08,5779.08
5788.12,5788.12
5851.01,5851.01
5838.09,5838.09
5797.01,5797.01
5826.02,5826.02
5854.1,5854.1
5854.10,5854.1
5836.08,5836.08
5827.01,5827.01
5829.12,5829.12
5788.15,5788.15
5869.04,5869.04
5847.1,5847.1
5847.10,5847.1
5872.1,5872.1
5872.10,5872.1
5836.09,5836.09
5847.01,5847.01
5870.05,5870.05
5845.02,5845.02
5861.04,5861.04
5886.13,5886.13
5872.08,5872.08
5847.09,5847.09
5847.06,5847.06
5894.01,5894.01
JC103,JC103
5854.09,5854.09
5881.01,5881.01
5860.02,5860.02
5880.02,5880.02
5863.07,5863.07
5883.08,5883.08
5896.01,5896.01
5883.06,5883.06
5905.12,5905.12
5878.02,5878.02
JC034,JC034
5887.03,5887.03
5905.14,5905.14
JC018,JC018
5922.04,5922.04
JC105,JC105
5902.07,5902.07
5914.08,5914.08
5914.03,5914.03
5922.07,5922.07
5938.11,5938.11
5947.04,5947.04
5903.06,5903.06
5977.01,5977.01
5944.01,5944.01
5917.02,5917.02
5945.03,5945.03
5923.02,5923.02
5956.04,5956.04
5971.08,5971.08
5955.12,5955.12
HB101,HB101
HB102,HB102
5938.01,5938.01
5920.03,5920.03
5964.01,5964.01
5936.06,5936.06
5962.04,5962.04
5922.08,5922.08
5947.06,5947.06
5929.01,5929.01
5930.02,5930.02
HB106,HB106
6005.04,6005.04
HB612,HB612
6011.04,6011.04
HB103,HB103
5929.07,5929.07
5980.1,5980.1
5980.10,5980.1
5980.07,5980.1
5956.05,5956.05
5945.01,5945.01
5995.07,5995.07
5971.09,5971.09
HB609,HB609
6022.04_Pillar,6022.04
6022.04,6022.04
5953.03,5953.03
HB105,HB105
6016.06,6016.06
HB409,HB409
5997.1,5997.1
5997.10,5997.1
HB401,HB401
5987.03,5987.03
JC022,JC022
JC065,JC065
5992.02,5992.02
6030.04,6030.04
5983.04,5983.04
6013.12,6013.12
6028.01,6028.01
5989.02,5989.02
6014.01,6014.01
6004.07,6004.07
6019.04,6019.04
6025.08,6025.08
6055.08,6055.08
5980.11,5980.11
6047.03,6047.03
6056.02,6056.02
6001.01,6001.01
6098.12,5980.11
HB402,HB402
5998.09,5998.09
6070.05,6070.05
6072.06,6072.06
6046.02,6046.02
HB608,HB608
6020.02,6020.02
6037.02,6037.02
6039.06,6039.06
6030.06,6030.06
6080.07,6080.07
6072.16,6072.16
6058.08,6058.08
6004.06,6004.06
6086.02,6086.02
6064.08,6064.08
6098.02,6098.02
HB407,HB407
6101.11,6101.11
6105.02,6105.02
6098.1,6098.1
6098.10,6098.1
6115.06,6115.06
6033.01,6033.01
6089.07,6089.07
6104.01,6104.01
6067.01,6067.01
6062.03,6062.03
6107.08,6107.08
6089.11,6089.11
HB611,HB611
6110.01,6110.01
6092.01,6092.01
6113.07,6113.07
6053.01,6053.01
HB408,HB408
6116.03,6116.03
6096.01,6096.01
6131.1,6131.1
HB607,HB607
6072.11,6072.11
6134.13,6134.13
6119.01,6119.01
6099.02,6099.02
6076.02,6076.02
6079.03,6079.03
6089.08,6089.08
6123.02,6123.02
6122.09,6122.09
6140.05,6140.05
6148.02,6148.02
6108.03,6108.03
6158.02,6158.02
6157.04,6157.04
6090.03,6090.03
6138.02,6138.02
6143.05,6143.05
6143.01,6143.01
HB301,HB301
6170.02,6170.02
6170.1,6170.1
6170.10,6170.1
6137.04,6137.04
6182.02,6182.02
6165.06,6165.06
6155.03,6155.03
6134.03,6134.03
6128.04,6128.04
6191.04,6191.04
HB601,HB601
6131.12,6131.12
JC024,JC024
6131.13,6131.13
6115.09,6115.09
6146.01,6146.01
